ID;OutcomeType;AnimalType;DaysUponOutcome;Sex;Neutered;isMix;nbrofColors;hasName
A664969;4;0;0.15;0;0;1;2;0
A707402;0;0;0.00821917808219178;0;1;1;1;1
A702244;4;0;0.05;2;2;1;1;0
A705300;4;0;0.5;0;1;1;1;0
A715049;3;1;0.1;1;1;1;2;1
A693891;4;1;0.2;1;1;1;1;1
A678837;4;0;0.0028767123287671234;0;0;1;2;0
A671437;4;0;0.03287671232876712;2;2;1;1;0
A678913;3;1;0.03287671232876712;0;1;0;1;1
A361391;4;1;0.6;1;1;0;2;1
A719025;0;0;0.00821917808219178;1;1;1;1;0
A719218;4;0;0.1;1;1;1;2;0
A702289;4;0;0.0019178082191780822;2;2;1;1;0
A615770;0;1;0.1;1;1;1;2;1
A695973;3;1;0.05;1;1;1;2;1
A684049;3;1;0.05;0;1;1;2;1
A697765;0;1;0.1;0;1;1;1;1
A604785;0;1;0.45;1;1;1;1;1
A684176;4;1;0.01643835616438356;0;1;0;2;1
A695292;3;1;0.35;1;1;1;1;1
A720653;4;0;0.0;0;0;1;1;0
A670046;0;1;0.1;0;1;0;2;1
A693991;2;1;0.2;1;0;0;1;1
A669786;0;0;0.55;0;1;1;2;1
A679080;0;0;0.00821917808219178;1;1;1;2;0
A715235;2;0;0.05;1;1;1;1;0
A677075;0;0;0.012328767123287671;0;1;1;2;0
A706638;4;0;0.0019178082191780822;1;0;1;1;0
A681875;3;0;0.05;1;1;1;1;1
A678689;4;1;0.05;1;1;0;2;1
A652358;2;1;0.4;1;1;0;2;1
A683483;0;1;0.3;1;1;1;2;1
A708014;4;0;0.00041095890410958907;1;0;1;1;1
A697942;3;1;0.15;1;1;0;2;1
A714053;4;0;0.00410958904109589;0;0;1;2;1
A714080;4;0;0.00410958904109589;1;0;1;1;1
A671145;3;1;0.1;1;1;1;2;1
A711217;0;1;0.00821917808219178;1;1;1;2;1
A718448;2;0;0.1;0;0;1;1;0
A692205;4;0;0.00410958904109589;0;0;1;2;0
A644165;4;1;0.2;1;1;1;2;1
A669851;0;0;0.024657534246575342;1;1;1;1;1
A712306;0;1;0.1;0;1;1;2;1
A701127;4;0;0.1;0;0;1;2;0
A670595;2;1;0.8;0;0;1;1;1
A695909;0;1;0.00821917808219178;1;1;1;2;0
A677566;0;1;0.1;1;1;1;1;1
A682158;4;0;0.0038356164383561643;1;0;1;1;0
A708145;0;0;0.00821917808219178;1;1;1;2;1
A706324;0;1;0.00821917808219178;0;0;1;2;1
A258441;2;0;0.7;0;1;1;2;1
A684409;0;1;0.05;0;1;1;2;1
A713814;4;0;0.028767123287671233;2;2;1;1;0
A702794;0;0;0.00821917808219178;0;1;1;2;1
A672878;0;1;0.15;0;1;0;1;1
A705555;2;0;0.15;1;1;1;2;0
A689772;4;0;0.0028767123287671234;0;0;1;1;0
A714019;0;1;0.1;1;1;1;2;0
A684566;4;0;0.05;0;0;1;1;0
A720001;0;1;0.00821917808219178;0;1;1;1;1
A720852;3;1;0.15;0;1;1;1;1
A666386;0;0;0.024657534246575342;1;1;1;1;1
A708866;0;1;0.1;0;1;1;2;0
A674192;0;1;0.036986301369863014;0;1;1;2;1
A710157;0;1;0.05;1;1;1;2;1
A720583;2;0;0.036986301369863014;1;0;1;1;1
A706700;4;0;0.012328767123287671;0;0;1;1;1
A700416;4;0;0.1;2;2;1;1;0
A686455;0;1;0.028767123287671233;1;1;1;2;0
A570362;4;1;0.25;0;1;0;1;1
A670286;4;1;0.6;1;0;0;1;1
A695679;4;1;0.1;1;1;0;1;1
A685016;4;0;0.05;1;0;1;1;0
A672664;4;0;0.15;1;1;1;2;0
A680391;4;1;0.05;1;0;1;1;0
A693031;4;1;0.03287671232876712;1;1;0;2;1
A706878;3;1;0.15;1;1;1;1;1
A667042;0;1;0.045205479452054796;0;1;1;1;1
A668631;2;1;0.05;1;0;1;2;0
A670461;4;1;0.00821917808219178;1;0;1;2;0
A712698;4;1;0.0009589041095890411;1;0;1;2;0
A686678;4;0;0.05;1;1;1;2;1
A702218;3;1;0.35;1;0;0;2;1
A704221;0;1;0.00410958904109589;1;1;1;2;1
A710262;0;1;0.00821917808219178;1;1;0;2;1
A716419;4;0;0.1;0;1;1;1;1
A657441;0;1;0.05;0;1;1;2;1
A686619;1;0;0.00410958904109589;1;0;1;2;0
A686394;4;0;0.15;0;1;1;1;1
A700825;4;1;0.3;1;1;1;2;1
A665470;0;0;0.00821917808219178;1;1;1;2;1
A701540;0;0;0.00410958904109589;0;1;1;2;1
A714125;4;0;0.012328767123287671;2;2;1;1;0
A691604;0;1;0.05;0;1;1;1;0
A691542;0;1;0.15;1;1;1;1;1
A686124;4;0;0.0028767123287671234;1;0;1;1;0
A686888;2;1;0.7;0;0;1;1;1
A671256;4;1;0.1;1;0;1;2;1
A698274;4;1;0.15;0;1;1;2;1
A668311;0;0;0.024657534246575342;0;1;1;1;0
A695156;0;1;0.05;1;1;1;1;0
A703139;0;0;0.00821917808219178;1;1;1;2;1
A591971;3;1;0.25;1;1;0;2;1
A668100;3;1;0.036986301369863014;1;0;1;2;1
A667094;2;1;0.05;1;0;1;1;0
A670420;4;0;0.0028767123287671234;1;0;1;2;0
A716070;0;1;0.1;0;1;1;2;1
A701550;3;1;0.05;0;1;0;2;1
A717012;4;0;0.03287671232876712;0;1;1;2;0
A695429;0;1;0.05;1;1;1;2;1
A672912;1;0;0.05;0;0;1;1;0
A719498;4;1;0.00821917808219178;0;0;1;2;1
A701897;3;1;0.05;1;1;1;2;1
A679724;4;0;0.00821917808219178;1;0;1;2;0
A714172;1;0;0.00821917808219178;0;0;1;1;0
A720826;0;1;0.01643835616438356;0;1;1;1;1
A716140;0;1;0.05;0;1;1;2;1
A713863;4;0;0.03287671232876712;0;1;1;1;1
A688918;0;0;0.00410958904109589;0;0;1;2;1
A569821;3;1;0.2;0;1;1;2;1
A678646;3;1;0.2;1;0;1;2;1
A686758;0;0;0.1;1;1;1;2;1
A682821;4;1;0.6;0;1;1;2;0
A681803;4;0;0.25;1;1;1;1;0
A700189;2;0;0.05;0;1;1;2;0
A669298;4;0;0.036986301369863014;0;0;1;2;0
A679927;0;0;0.00410958904109589;0;1;1;2;1
A715753;3;1;0.05;1;0;1;2;1
A669241;3;1;0.15;1;1;1;2;1
A699932;0;1;0.03287671232876712;0;1;0;2;1
A702767;4;0;0.0028767123287671234;0;0;1;2;0
A678122;0;0;0.012328767123287671;1;1;1;1;1
A718284;3;1;0.2;0;1;1;2;1
A706153;0;1;0.05;1;1;1;1;1
A666261;2;1;0.3;1;1;1;2;1
A715836;4;1;0.1;0;0;1;1;1
A681013;4;0;0.00821917808219178;0;0;1;1;1
A704369;0;1;0.2;1;1;0;2;1
A591537;0;1;0.3;0;1;1;2;1
A682120;4;1;0.05;1;0;1;1;0
A668440;2;1;0.028767123287671233;1;0;1;1;0
A681611;2;0;0.00821917808219178;1;0;1;1;0
A544559;0;0;0.4;0;1;1;2;1
A663042;0;1;0.01643835616438356;0;1;1;2;1
A700018;0;1;0.05;0;1;1;2;1
A699537;4;1;0.1;1;0;0;2;1
A668861;3;1;0.75;0;1;1;2;1
A703128;0;0;0.012328767123287671;1;1;1;1;1
A684754;0;0;0.15;1;1;1;1;1
A713439;3;1;0.05;0;1;1;2;1
A591903;0;1;0.25;1;1;1;2;1
A669749;2;1;0.1;1;1;1;2;1
A706175;0;1;0.1;1;1;0;1;1
A694230;3;1;0.05;0;0;0;2;1
A698309;4;0;0.00821917808219178;1;0;1;1;0
A719111;3;1;0.1;1;1;1;2;1
A668138;0;1;0.00821917808219178;0;1;1;2;0
A698455;4;1;0.00821917808219178;0;0;1;1;1
A621164;0;1;0.5;0;1;1;2;1
A705701;0;0;0.00821917808219178;1;1;1;2;1
A691637;0;1;0.05;1;1;1;1;1
A699031;0;0;0.5;0;1;1;1;1
A691557;0;0;0.00821917808219178;1;1;1;2;0
A683453;4;0;0.00410958904109589;1;0;1;1;1
A671015;3;1;0.1;0;1;1;1;1
A711474;0;0;0.024657534246575342;1;1;1;1;1
A679723;4;0;0.00821917808219178;1;0;1;2;0
A701761;4;1;0.0410958904109589;1;0;1;1;0
A710332;0;0;0.00821917808219178;0;0;1;1;1
A691300;4;0;0.00821917808219178;1;1;1;1;1
A713304;0;1;0.05;0;1;1;2;1
A661774;0;1;0.15;1;1;1;2;1
A668679;4;0;0.1;1;1;1;1;1
A693971;3;1;0.0019178082191780822;1;0;1;2;0
A700575;4;0;0.05;0;0;1;1;0
A665195;3;1;0.1;0;1;1;2;1
A712125;0;0;0.00821917808219178;0;1;1;1;1
A670592;0;0;0.01643835616438356;0;1;1;1;1
A680296;4;1;0.05;1;1;1;1;1
A688072;4;0;0.05;1;1;1;1;0
A675394;4;1;0.05;1;0;1;2;1
A695715;3;1;0.05;1;1;0;2;1
A719482;0;0;0.00821917808219178;1;1;1;2;0
A670541;4;0;0.028767123287671233;0;1;1;1;1
A678886;0;0;0.35;1;1;1;1;1
A677419;3;1;0.4;1;1;0;1;1
A683534;0;1;0.1;1;1;0;1;1
A715303;3;1;0.3;0;1;0;1;1
A637480;3;1;0.1;1;1;1;1;1
A715875;0;1;0.00821917808219178;1;1;1;2;0
A679570;0;1;0.00821917808219178;1;1;1;2;0
A719332;0;1;0.00821917808219178;0;1;1;2;1
A684307;4;1;0.05;1;0;1;1;1
A718402;0;1;0.00821917808219178;0;1;1;2;1
A678126;0;0;0.00821917808219178;0;1;1;1;1
A697564;4;0;0.05;1;0;1;1;0
A709819;4;0;0.01643835616438356;1;0;1;2;0
A693050;0;1;0.028767123287671233;0;1;1;1;1
A662949;0;1;0.1;1;1;1;2;1
A666096;4;0;0.012328767123287671;0;1;1;1;1
A682284;0;0;0.00821917808219178;1;1;1;1;1
A681824;3;0;0.2;1;0;1;2;1
A686884;3;1;0.4;0;1;1;1;1
A718209;0;1;0.05;1;1;1;1;1
A693256;2;1;0.02054794520547945;1;0;1;1;1
A683940;4;1;0.05;1;1;1;1;1
A707557;4;1;0.15;1;0;1;1;1
A667496;4;0;0.00821917808219178;0;0;1;1;1
A701118;0;1;0.00821917808219178;0;1;0;1;1
A691772;3;1;0.15;1;1;0;1;1
A678946;3;1;0.1;0;1;0;2;1
A707240;4;0;0.1;1;1;1;1;1
A688026;4;1;0.1;1;1;1;2;1
A670317;0;1;0.1;0;1;1;2;1
A677635;4;0;0.0028767123287671234;0;0;1;1;0
A700014;4;0;0.03287671232876712;0;0;1;1;0
A705865;0;0;0.00821917808219178;0;1;1;1;1
A707050;0;0;0.01643835616438356;1;1;1;1;1
A675869;4;0;0.000136986301369863;0;0;1;1;0
A682295;4;1;0.1;1;0;1;1;1
A678091;0;0;0.00410958904109589;0;1;1;2;0
A698459;4;1;0.00821917808219178;1;0;1;1;1
A710886;0;0;0.00410958904109589;0;1;1;1;1
A718932;4;1;0.05;0;1;1;2;1
A714492;0;1;0.1;0;1;1;1;1
A689812;0;1;0.012328767123287671;0;1;0;1;1
A685075;0;1;0.0410958904109589;1;1;1;2;1
A681885;0;1;0.4;0;1;1;1;1
A700870;4;0;0.45;0;0;1;1;1
A713888;0;0;0.00821917808219178;1;1;1;2;1
A695650;3;0;0.02054794520547945;0;1;1;1;0
A701027;0;0;0.1;0;1;1;2;1
A682798;0;1;0.02054794520547945;1;1;1;2;1
A681807;4;0;0.2;1;1;1;2;0
A683049;0;1;0.024657534246575342;0;1;1;2;1
A707959;4;0;0.0019178082191780822;2;2;1;2;0
A675198;4;0;0.4;1;1;1;1;1
A706135;4;0;0.00821917808219178;1;1;1;2;1
A631963;0;1;0.5;0;1;1;2;1
A701422;3;1;0.25;0;1;1;2;1
A670590;0;1;0.15;1;1;1;1;1
A708719;0;0;0.00821917808219178;1;1;1;1;1
A678421;0;1;0.05;1;1;1;2;1
A661775;0;0;0.1;1;1;1;1;1
A695267;0;0;0.01643835616438356;1;1;1;2;1
A686667;0;0;0.012328767123287671;1;1;1;2;1
A699781;4;1;0.05;0;1;1;2;0
A696570;0;0;0.012328767123287671;1;0;1;2;1
A707901;0;0;0.012328767123287671;1;1;1;1;1
A694800;4;1;0.05;1;1;0;2;1
A672567;0;1;0.036986301369863014;0;1;1;2;1
A712443;0;0;0.00821917808219178;0;1;1;1;0
A680722;4;1;0.05;1;1;1;2;1
A671160;4;0;0.05;0;1;1;1;0
A620894;3;1;0.2;1;1;1;2;1
A717482;0;0;0.012328767123287671;1;1;1;2;1
A606735;3;1;0.25;1;0;0;2;1
A717519;0;1;0.00821917808219178;0;1;1;2;1
A689044;4;0;0.0019178082191780822;1;0;1;1;0
A664487;4;0;0.00821917808219178;1;0;1;1;1
A667281;4;1;0.024657534246575342;0;1;0;2;0
A697689;4;1;0.05;1;1;1;2;1
A704351;4;0;0.00821917808219178;0;1;1;1;1
A682376;0;1;0.05;1;1;0;1;1
A718705;0;1;0.1;1;1;1;2;1
A713020;4;0;0.012328767123287671;0;0;1;1;0
A655811;0;1;0.05;1;1;1;2;1
A684863;3;1;0.25;1;1;1;2;1
A690815;0;0;0.00821917808219178;0;1;1;2;1
A666209;2;0;0.25;1;1;1;1;1
A710901;0;1;0.1;1;1;0;2;0
A665466;3;1;0.1;0;0;1;2;1
A679675;4;0;0.15;0;1;1;1;1
A689042;4;0;0.0019178082191780822;0;0;1;1;0
A681034;4;0;0.000273972602739726;0;0;1;1;0
A665352;0;1;0.05;0;1;1;2;0
A715594;0;0;0.01643835616438356;0;1;1;1;1
A699222;4;1;0.3;1;1;1;1;1
A687559;4;0;0.00410958904109589;0;0;1;1;0
A672475;3;1;0.3;1;1;0;1;1
A708598;0;0;0.00821917808219178;1;1;1;2;1
A689490;0;1;0.1;1;1;1;2;1
A692369;2;1;0.05;1;1;1;2;1
A699157;3;1;0.65;1;0;1;2;1
A692819;3;1;0.1;1;1;1;2;1
A689661;4;1;0.1;0;0;1;1;1
A692958;4;1;0.00821917808219178;0;0;1;2;0
A638551;0;0;0.15;1;1;1;2;1
A495308;3;1;0.5;0;1;0;1;1
A711938;0;1;0.01643835616438356;1;1;0;2;0
A706494;1;0;0.0009589041095890411;2;2;1;2;0
A669168;0;0;0.05;0;1;1;1;1
A687234;4;1;0.1;0;1;1;2;1
A664355;3;1;0.2;0;1;1;1;1
A700386;0;1;0.05;1;1;0;2;1
A705566;0;1;0.05;1;1;0;2;1
A715046;3;1;0.1;1;1;1;1;1
A690359;0;1;0.01643835616438356;1;1;1;2;0
A665458;0;0;0.00821917808219178;0;0;1;2;1
A697763;4;0;0.1;1;1;1;2;1
A687132;3;1;0.1;1;1;0;2;1
A690600;4;0;0.01643835616438356;1;1;1;2;1
A711340;2;1;0.1;0;0;1;1;0
A707398;3;1;0.25;1;1;1;2;1
A664148;3;1;0.0019178082191780822;2;2;1;1;0
A703645;0;1;0.02054794520547945;0;1;1;1;1
A686891;0;0;0.028767123287671233;0;1;1;1;1
A679990;0;0;0.012328767123287671;1;1;0;1;1
A715706;4;0;0.00410958904109589;0;0;1;2;0
A688377;0;1;0.045205479452054796;0;1;1;1;1
A708187;4;0;0.05;0;1;1;1;1
A671796;4;0;0.036986301369863014;1;1;1;1;1
A705501;3;1;0.012328767123287671;1;0;0;2;1
A687354;0;1;0.0410958904109589;1;1;1;1;0
A702257;4;0;0.00410958904109589;0;0;1;2;0
A681293;0;1;0.028767123287671233;0;1;1;2;1
A713898;4;0;0.0028767123287671234;0;0;1;1;0
A686999;0;1;0.0410958904109589;1;1;1;2;1
A673951;4;0;0.03287671232876712;2;2;1;1;0
A700668;0;1;0.05;1;1;1;1;1
A685010;0;1;0.02054794520547945;0;1;1;2;1
A640106;3;1;0.1;0;1;1;2;1
A699940;3;1;0.05;1;1;1;2;1
A686809;2;0;0.0028767123287671234;0;0;1;1;0
A706546;0;0;0.00410958904109589;1;1;1;1;0
A711483;0;0;0.01643835616438356;1;1;1;1;1
A685697;0;0;0.02054794520547945;0;0;1;1;1
A663817;0;1;0.2;0;1;1;1;1
A690533;4;0;0.05;1;1;1;2;1
A682405;0;0;0.00821917808219178;0;1;1;2;1
A680168;4;0;0.05;1;1;1;1;1
A682534;4;1;0.01643835616438356;1;1;1;2;0
A692318;4;1;0.5;1;1;0;2;1
A586304;2;1;0.15;0;1;1;2;1
A710007;4;0;0.05;1;0;1;1;0
A644113;3;1;0.3;0;1;0;2;1
A684039;0;1;0.1;1;1;0;1;1
A523371;3;0;0.25;0;1;1;1;1
A378348;0;1;0.45;1;1;1;2;1
A707657;0;1;0.15;1;1;1;1;1
A666132;0;0;0.00821917808219178;1;1;1;1;1
A679686;0;0;0.012328767123287671;0;1;1;2;1
A717805;3;1;0.01643835616438356;1;0;1;1;1
A701240;0;1;0.00821917808219178;1;1;0;2;1
A705633;4;1;0.00410958904109589;2;2;1;1;0
A705161;1;1;0.000273972602739726;2;2;0;2;0
A663615;0;1;0.2;0;1;1;1;1
A678558;3;1;0.15;1;1;0;2;1
A695855;0;0;0.01643835616438356;1;1;1;1;0
A700793;0;0;0.55;1;1;1;2;1
A691977;4;0;0.35;1;1;1;1;1
A719530;0;1;0.012328767123287671;1;1;1;1;1
A664702;3;1;0.3;1;1;1;1;1
A717983;3;1;0.1;1;1;1;1;1
A710913;0;1;0.1;0;1;1;2;0
A686112;4;1;0.0028767123287671234;1;0;1;1;0
A676685;4;1;0.1;1;1;1;2;0
A674335;0;1;0.05;0;1;0;2;1
A690810;4;0;0.05;0;1;1;2;1
A704587;0;0;0.00821917808219178;0;1;1;2;1
A595620;0;1;0.2;1;1;1;2;1
A672131;0;1;0.05;1;1;0;2;1
A704988;0;0;0.012328767123287671;0;1;1;1;1
A679707;1;0;0.15;0;0;1;2;0
A592428;3;1;0.4;1;1;0;2;1
A699577;0;1;0.05;0;1;1;2;1
A689038;4;0;0.15;1;0;1;1;1
A691026;0;1;0.05;0;1;0;1;1
A704310;0;0;0.00410958904109589;0;1;1;1;1
A679412;4;1;0.15;0;0;1;2;1
A697305;0;0;0.03287671232876712;0;1;1;1;1
A680236;3;0;0.15;0;1;1;1;1
A689133;0;0;0.00821917808219178;1;1;1;1;1
A676454;4;1;0.35;0;1;1;1;1
A706780;0;1;0.1;0;1;1;2;0
A715752;0;0;0.012328767123287671;0;1;1;1;1
A688310;0;1;0.1;1;1;1;1;1
A698062;0;0;0.00821917808219178;0;1;1;1;1
A665034;4;0;0.1;1;0;1;2;0
A664540;3;1;0.05;0;1;1;1;1
A713996;4;1;0.2;1;0;1;1;1
A689739;2;1;0.1;0;0;1;2;0
A698778;4;1;0.05;1;1;1;2;1
A687881;4;0;0.0009589041095890411;0;0;1;2;0
A691521;4;0;0.0028767123287671234;0;0;1;1;0
A691492;4;1;0.02054794520547945;1;1;1;1;1
A702607;3;1;0.00821917808219178;1;1;1;2;1
A710239;4;0;0.0028767123287671234;2;2;1;1;0
A716876;3;1;0.2;0;1;0;2;1
A700620;0;1;0.1;1;1;1;2;1
A687596;4;0;0.0009589041095890411;1;0;1;1;0
A689482;3;1;0.35;1;1;1;2;1
A691828;2;1;0.1;0;0;1;2;1
A720610;0;1;0.00821917808219178;1;1;1;2;0
A670753;4;1;0.00821917808219178;1;0;0;2;1
A703598;0;0;0.00410958904109589;1;1;1;1;1
A703422;0;1;0.1;0;1;1;2;0
A683544;4;1;0.0009589041095890411;0;0;1;2;0
A677947;4;1;0.00821917808219178;1;0;0;1;1
A699777;4;1;0.00410958904109589;0;0;0;1;0
A683798;0;0;0.05;0;1;1;2;1
A693226;0;0;0.01643835616438356;1;1;1;1;1
A704497;4;0;0.00821917808219178;1;1;1;1;1
A669768;4;1;0.00821917808219178;0;0;1;1;0
A686362;0;1;0.05;1;1;1;2;1
A673553;3;1;0.15;0;1;1;2;1
A703495;0;0;0.00410958904109589;1;1;1;1;1
A685731;0;1;0.00821917808219178;0;1;1;2;0
A691253;3;0;0.1;1;1;1;2;1
A707060;2;0;0.00410958904109589;1;0;1;1;0
A704632;4;0;0.00041095890410958907;2;2;1;2;0
A694989;4;0;0.4;1;1;1;1;1
A664894;0;1;0.00821917808219178;0;1;0;2;1
A694255;3;0;0.00821917808219178;0;0;1;1;1
A692188;0;0;0.00821917808219178;0;1;1;1;1
A666310;4;0;0.024657534246575342;0;1;1;1;1
A703157;0;0;0.00821917808219178;0;1;1;1;1
A685778;4;0;0.0028767123287671234;0;0;1;1;0
A683896;0;1;0.00821917808219178;1;1;1;2;1
A667387;0;1;0.024657534246575342;0;1;1;2;1
A672347;0;1;0.1;1;1;1;2;1
A692529;4;0;0.05;0;0;1;2;1
A693254;0;0;0.05;1;1;1;2;1
A720194;4;0;0.05;1;1;1;1;1
A705055;0;1;0.1;0;1;0;2;1
A678125;0;0;0.012328767123287671;0;1;1;1;1
A601737;4;1;0.25;0;1;1;1;1
A712992;0;1;0.05;0;1;1;1;1
A663958;0;1;0.25;1;1;1;2;1
A681277;0;1;0.05;1;1;0;2;1
A685503;3;1;0.5;1;0;1;1;1
A712777;4;0;0.0019178082191780822;1;0;1;2;1
A701190;0;1;0.15;1;1;1;2;1
A683082;3;1;0.024657534246575342;1;0;1;2;1
A668745;4;1;0.03287671232876712;1;1;0;2;1
A710364;0;0;0.00821917808219178;1;1;1;1;1
A701353;4;1;0.01643835616438356;0;0;1;2;0
A710421;4;1;0.15;0;0;1;2;1
A706563;4;0;0.012328767123287671;1;1;1;1;1
A704578;4;1;0.00821917808219178;0;0;1;2;0
A674422;4;1;0.012328767123287671;1;1;0;2;1
A692472;2;0;0.00821917808219178;1;0;1;1;0
A676019;4;0;0.00041095890410958907;1;0;1;1;0
A666851;0;1;0.05;0;1;0;2;1
A692253;4;0;0.05;2;2;1;1;0
A680317;0;0;0.00821917808219178;1;1;1;1;1
A721052;4;1;0.00410958904109589;1;0;1;1;0
A669277;3;1;0.25;0;1;1;1;1
A711911;0;1;0.15;1;1;1;2;1
A690451;4;1;0.15;0;1;1;2;1
A710577;4;0;0.0028767123287671234;0;0;1;1;0
A715257;0;1;0.045205479452054796;1;1;0;2;1
A669649;0;1;0.05;0;1;0;1;1
A563725;3;1;0.3;1;1;0;2;1
A683238;4;0;0.05;1;1;1;1;1
A682973;4;0;0.0019178082191780822;0;0;1;1;0
A711730;4;0;0.0019178082191780822;0;0;1;1;0
A684111;4;1;0.012328767123287671;0;0;1;1;1
A714662;4;0;0.5;0;1;1;1;1
A696669;4;1;0.01643835616438356;0;0;1;1;0
A687494;3;1;0.45;1;1;1;1;1
A681365;0;1;0.00821917808219178;1;1;1;1;0
A707747;2;1;0.1;1;0;1;2;0
A691001;0;1;0.02054794520547945;0;1;1;1;1
A688202;4;1;0.00821917808219178;0;0;1;2;1
A715486;4;1;0.036986301369863014;0;0;1;1;1
A668829;3;1;0.05;1;1;1;2;1
A709464;3;1;0.05;1;0;1;1;1
A671789;0;1;0.1;1;0;0;1;1
A677592;4;0;0.0009589041095890411;2;2;1;1;0
A702672;0;1;0.00821917808219178;0;1;1;1;1
A708811;4;0;0.25;0;1;1;2;1
A705224;4;0;0.0038356164383561643;0;0;1;2;0
A718004;0;1;0.1;1;1;1;1;1
A691686;4;1;0.0410958904109589;1;1;1;2;1
A696723;3;1;0.15;1;1;0;2;1
A664566;4;0;0.000273972602739726;1;0;1;1;0
A706679;4;1;0.55;0;1;1;1;1
A674220;0;1;0.1;1;1;1;2;1
A665175;2;1;0.05;1;1;1;2;1
A669567;4;0;0.1;1;0;1;2;0
A662402;0;0;0.00821917808219178;1;1;1;1;1
A687875;0;0;0.00821917808219178;0;1;1;2;0
A696347;0;1;0.1;0;1;1;2;1
A671104;3;0;0.15;0;1;1;2;1
A682538;4;1;0.012328767123287671;0;0;1;2;1
A664538;0;1;0.05;0;1;1;2;1
A685598;0;1;0.1;0;1;1;2;1
A677160;3;0;0.5;1;1;1;1;1
A683532;0;1;0.2;0;1;1;1;1
A699918;0;1;0.00821917808219178;0;1;1;2;1
A683781;0;1;0.05;0;1;1;2;1
A681577;0;1;0.01643835616438356;1;1;0;2;0
A694662;3;1;0.05;1;1;0;1;1
A676746;0;1;0.05;1;1;1;2;1
A693626;0;1;0.05;1;1;0;2;1
A706572;4;0;0.0019178082191780822;0;0;1;2;0
A682022;4;0;0.00410958904109589;1;0;1;2;0
A719112;0;0;0.012328767123287671;0;1;1;1;1
A693048;3;1;0.55;1;0;1;2;1
A663580;4;0;0.01643835616438356;0;1;1;1;1
A654992;0;0;0.024657534246575342;0;1;1;1;1
A668312;0;1;0.5;1;1;1;2;1
A688959;3;1;0.1;0;1;0;2;1
A659017;0;0;0.25;0;1;1;1;1
A711509;4;1;0.15;1;0;0;2;1
A710432;4;1;0.01643835616438356;0;0;1;1;0
A713182;0;1;0.6;0;1;1;1;1
A712833;4;0;0.1;1;1;1;2;1
A710063;3;1;0.15;1;1;1;2;1
A696304;0;1;0.05;0;1;1;2;1
A701374;0;0;0.00821917808219178;0;1;0;2;1
A702209;4;0;0.0019178082191780822;2;2;1;1;0
A710167;0;0;0.00821917808219178;1;1;1;2;1
A609041;0;1;0.35;0;1;1;1;1
A676935;4;0;0.0028767123287671234;1;0;1;1;0
A715304;3;1;0.03287671232876712;0;0;1;1;1
A680742;0;1;0.00821917808219178;1;1;1;2;1
A688786;0;1;0.5;1;1;0;2;1
A714076;4;0;0.00410958904109589;1;0;1;1;1
A704611;4;0;0.0009589041095890411;2;2;1;2;0
A679263;4;0;0.0028767123287671234;0;0;1;1;0
A664182;4;0;0.00410958904109589;1;0;1;2;1
A671333;4;0;0.15;0;1;1;1;1
A690799;2;1;0.00410958904109589;0;0;1;1;1
A697367;0;1;0.05;1;1;1;2;0
A637777;3;1;0.55;1;1;1;2;1
A688674;4;0;0.1;1;1;1;2;0
A711880;4;1;0.00821917808219178;0;0;1;2;1
A667374;3;1;0.0410958904109589;1;1;1;2;1
A674457;0;1;0.1;1;1;0;2;1
A665492;0;1;0.05;1;1;0;1;1
A712653;3;1;0.05;1;1;1;1;1
A707451;4;1;0.2;1;0;0;1;1
A664274;0;1;0.4;0;1;1;1;1
A664930;0;0;0.012328767123287671;0;1;1;1;0
A688344;0;0;0.00410958904109589;0;1;1;1;1
A720018;0;1;0.05;0;0;1;2;1
A700591;0;0;0.012328767123287671;1;1;1;1;1
A666876;4;1;0.1;0;1;1;1;1
A685088;0;1;0.024657534246575342;0;1;1;1;1
A687168;4;1;0.00410958904109589;0;1;1;2;0
A702839;0;0;0.00821917808219178;0;1;1;1;1
A698154;2;1;0.1;1;0;0;2;0
A707857;4;1;0.2;1;1;1;1;1
A639102;0;1;0.55;1;1;1;1;1
A719721;0;0;0.2;0;1;1;1;1
A453136;0;0;0.4;1;1;1;1;1
A710015;3;1;0.35;0;1;0;2;1
A698859;2;1;0.15;0;1;0;2;1
A673950;3;1;0.1;0;1;1;2;1
A704638;0;1;0.012328767123287671;1;1;1;2;1
A626164;0;0;0.05;1;1;1;1;1
A686435;4;1;0.01643835616438356;1;1;1;2;1
A662737;4;0;0.00821917808219178;0;1;1;2;1
A705511;0;1;0.1;0;1;1;1;1
A671194;0;1;0.15;0;1;0;2;1
A690374;0;0;0.012328767123287671;1;1;1;1;1
A708777;0;1;0.15;0;1;0;2;1
A709403;4;0;0.0028767123287671234;2;2;1;1;0
A682393;4;0;0.00821917808219178;0;0;0;1;1
A672838;4;0;0.1;0;0;1;1;0
A705593;0;1;0.05;1;1;1;2;1
A689481;0;0;0.00821917808219178;1;1;1;2;0
A708344;0;0;0.00821917808219178;0;1;1;1;1
A673788;4;0;0.1;1;1;1;1;0
A719395;0;1;0.2;0;1;1;1;1
A702010;0;0;0.012328767123287671;0;1;1;1;1
A716525;4;0;0.00821917808219178;0;1;1;1;1
A684357;0;1;0.05;1;1;1;2;1
A674860;4;0;0.05;2;2;1;2;0
A712561;4;0;0.25;1;0;1;1;0
